labsampnum,db_13b,w0,w6clodVMW,w10cldVMW,w3cldVMW,w15l2VMW,COLEws,adod,cec7_cly,w15cly,result_source_key,latitude_decimal_degrees,longitude_decimal_degrees,lab_texture_class,sand_tot_psa,silt_tot_psa,clay_tot_psa,db_od,alpha,Ko,Ks,Lpar,npar,theta_r,theta_s,ten_npar,ten_alpha
00P03167,1.46,0.449056604,0.42924,0.4234,0.41464,0.12702,0.018,1.014,0.69,0.49,160720,NA,NA,sil,31.1,51.1,17.8,1.54,-3.060894537,-0.296181224,0.770851788,0.612343069,0.365045715,0.078594338,0.434778204,2.317638598,0.000869171
00P03168,1.37,0.483018868,0.4658,0.45758,0.44251,0.14659,0.026,1.017,0.82,0.58,160721,NA,NA,sil,21.5,60.1,18.4,1.48,-3.06184907,-0.292202041,0.993230595,0.474776402,0.37283996,0.094378445,0.47138694,2.359608544,0.000867263
00P03169,1.36,0.486792453,0.46512,0.45152,0.4284,0.16184,0.035,1.019,0.76,0.52,160722,NA,NA,sil,18.9,58,23.1,1.51,-2.928329916,-0.262083208,1.047064119,0.644583649,0.316901653,0.090034991,0.472331171,2.074443702,0.001179424
00P03170,1.51,0.430188679,0.35334,0.34277,0.32465,0.05738,0.002,1.005,0.86,0.58,160723,NA,NA,fsl,73.1,20.4,6.5,1.52,-2.789161481,-0.088477192,1.008558947,0.871984838,0.295229296,0.036505712,0.370985677,1.973464398,0.001624944
00P03171,1.49,0.437735849,0.41273,0.39336,0.34419,0.09089,0.009,1.007,0.53,0.49,160724,NA,NA,l,42.1,45.4,12.5,1.53,-2.827087512,-0.152374246,0.971896224,0.798814209,0.302554256,0.049865338,0.387983192,2.007031811,0.001489061
00P03172,1.55,0.41509434,0.32705,0.2914,0.2449,0.03565,0.021,1.004,1.03,0.58,160725,NA,NA,lfs,79,17,4,1.65,-2.386983211,0.290690624,1.211924798,0.619320061,0.210802907,0.021572652,0.348754617,1.624811211,0.0041022
00P03173,1.55,0.41509434,0.35805,0.3472,0.32395,0.1116,0.013,1.01,0.72,0.55,160726,NA,NA,l,50.3,36.7,13,1.61,-2.62036703,-0.040826801,0.86752928,0.687268172,0.233589896,0.04593516,0.377191882,1.712339583,0.002396806
00P03174,1.72,0.350943396,0.2838,0.24252,0.19436,0.03268,0.011,1.003,1.18,0.68,160727,NA,NA,ls,86,11.2,2.8,1.78,-2.094194174,0.616122767,1.150753715,0.038259128,0.167657132,0.017818613,0.317668446,1.471150596,0.008050184
00P03175,1.78,0.328301887,0.21538,0.20648,0.19758,0.04272,0.005,1.004,0.88,0.56,160728,NA,NA,ls,84.5,11.2,4.3,1.81,-2.091973958,0.601717741,1.016315205,-0.042198082,0.162480886,0.019579295,0.309122215,1.453720404,0.008091444
00P04484,1.1,0.58490566,0.4147,0.3762,0.3421,0.1595,0.027,1.045,1.43,0.62,161998,43.2883339,-116.8441696,l,32.5,44.2,23.3,1.2,-2.075740865,0.528481067,1.817654404,0.277208266,0.151754733,0.060258302,0.493374315,1.418256338,0.00839961
00P06575,1.29,0.513207547,0.35604,0.34314,0.31992,0.10191,0.018,1.014,0.89,0.62,164086,46.3060837,-105.9767532,l,49.9,37.4,12.7,1.36,-2.442837949,0.192519991,1.502957025,0.834445648,0.213276552,0.041997752,0.419446471,1.634092181,0.003607132
00P06576,1.46,0.449056604,0.34164,0.31536,0.2701,0.17082,0.02,1.028,0.8,0.47,164087,46.3060837,-105.9767532,l,41,33.9,25.1,1.55,-1.558606533,0.973295642,1.170699072,-1.717431304,0.110818093,0.069292361,0.409461957,1.290678551,0.0276308
00P06577,1.47,0.445283019,0.36015,0.33663,0.294,0.13965,0.022,1.024,0.83,0.47,164088,46.3060837,-105.9767532,l,38.8,41,20.2,1.57,-2.084771767,0.455890838,1.072665201,-0.0623037,0.145879914,0.049992266,0.397338693,1.399200379,0.008226749
00P06578,1.6,0.396226415,0.3536,0.3328,0.2832,0.1264,0.014,1.018,0.49,0.36,164089,46.3060837,-105.9767532,l,46.3,31.5,22.2,1.67,-2.179071871,0.35511076,0.809998283,0.058694262,0.151611901,0.044546193,0.370024128,1.417789974,0.006621069
00P06579,1.52,0.426415094,0.35416,0.30248,0.21736,0.0988,0.014,1.015,0.52,0.36,164090,46.3060837,-105.9767532,fsl,53.8,28.1,18.1,1.59,-1.703789648,0.968464997,1.402694157,-0.899021099,0.1297328,0.037853019,0.37485912,1.348133187,0.019779274
00P06580,1.63,0.38490566,0.31948,0.28525,0.19886,0.09291,0.01,1.016,0.76,0.43,164091,46.3060837,-105.9767532,fsl,58.2,28.6,13.2,1.68,-1.624487791,1.037517459,1.284018389,-1.189341609,0.124817589,0.034174828,0.344333584,1.332961448,0.023741722
00P06581,1.63,0.38490566,0.30481,0.2445,0.17767,0.09291,0.009,1.015,0.71,0.41,164092,46.3060837,-105.9767532,fsl,75.1,11,13.9,1.68,-1.436833464,1.252263586,1.657141255,-1.474343828,0.129691994,0.039818845,0.360684139,1.348006524,0.036573501
00P06582,1.72,0.350943396,0.2666,0.2064,0.13416,0.14104,0.009,1.012,0.29,0.31,164093,46.3060837,-105.9767532,scl,57.1,16.2,26.7,1.77,-1.273500602,1.34844479,2.088170016,-1.459800857,0.230310859,0.070568159,0.328929277,1.699459655,0.053272049
00P06699,1.05,0.603773585,0.42315,0.42,0.41055,0.17955,0.072,1.017,0.96,0.64,164210,39.6166667,-83.0000028,l,26.7,46.4,26.9,1.31,-2.435599218,0.108680638,1.840748292,0.740891014,0.203221719,0.078111232,0.522895306,1.596694094,0.003667759
00P06707,1.28,0.516981132,0.34432,0.33536,0.31488,0.1344,0.02,1.013,0.77,0.47,164218,39.6167444,-82.9836111,l,30.2,47.5,22.3,1.36,-2.193703034,0.381081302,1.434332829,0.379731058,0.169230932,0.052987123,0.4394633,1.476491435,0.006401724
00P06716,1.36,0.486792453,0.37264,0.36856,0.35904,0.13056,0.055,1.013,0.76,0.41,164227,39.6167444,-82.9833361,l,38.3,38.3,23.4,1.6,-2.623324704,-0.035917921,1.039123905,0.81769091,0.240132456,0.059888121,0.431605138,1.738330924,0.002380539
00P06725,1.42,0.464150943,0.3053,0.2982,0.28258,0.10934,0.023,1.008,0.54,0.43,164236,39.6166667,-82.9668722,sil,29.6,52.5,17.9,1.52,-2.205189615,0.382689119,1.302181396,0.301774862,0.173401549,0.04249046,0.393442907,1.490738779,0.006234626
00P06733,0.95,0.641509434,0.44175,0.41705,0.41135,0.1577,0.093,1.017,0.88,0.63,164244,39.6166667,-82.9668722,sil,17.4,56.1,26.5,1.24,-2.478226992,0.122540442,2.047908709,0.820134012,0.223673533,0.075215449,0.537242771,1.673684264,0.003324857
00P06741,1.4,0.471698113,0.3458,0.3332,0.315,0.112,0.018,1.008,0.5,0.41,164252,39.6166667,-82.9668722,sil,20,60.5,19.5,1.48,-2.450562837,0.126424439,1.316679116,0.656278705,0.215029953,0.049816347,0.409836032,1.640702927,0.003543539
00P06749,1.18,0.554716981,0.4071,0.3835,0.36698,0.13688,0.043,1.013,0.97,0.64,164260,39.6352917,-82.9685417,l,48.6,33.2,18.2,1.34,-2.472636291,0.133520753,1.574689205,0.904700225,0.212067601,0.05635777,0.465680376,1.629549664,0.003367935
00P06756,1.57,0.40754717,0.31086,0.29673,0.28417,0.13973,0.021,1.009,0.56,0.43,164267,39.6658611,-83,l,45,34.2,20.8,1.67,-2.046068086,0.489733959,0.884965389,-0.261896142,0.135404537,0.047411097,0.377118549,1.365854812,0.008993566
00P06763,1.42,0.464150943,0.33938,0.32944,0.31808,0.1349,0.031,1.009,0.68,0.46,164274,39.6352917,-82.9691333,l,42.6,36.8,20.6,1.56,-2.314424537,0.226180087,1.066783274,0.459299927,0.177920539,0.051256569,0.411127616,1.506331434,0.004848143
01N02929,1.5,0.433962264,0.2115,0.174,0.1725,0.0765,0.011,1.018,0.95,0.47,181082,32.5499458,-106.764946,fsl,77.6,11.6,10.8,1.55,-1.438305317,1.352057932,1.902500845,-1.272002365,0.131385715,0.03214522,0.389844468,1.353273929,0.036449761
01N02930,1.51,0.430188679,0.20083,0.16761,0.15855,0.07701,0.007,1.016,0.71,0.4,181083,32.5499458,-106.764946,fsl,76.7,10.4,12.9,1.54,-1.35229693,1.455574572,2.038752793,-1.34621354,0.140454135,0.03634909,0.390835691,1.381828466,0.044432737
01N02931,1.51,0.430188679,0.23254,0.22348,0.18422,0.07852,0.009,1.017,0.66,0.4,181084,32.5499458,-106.764946,fsl,76.5,10.4,13.1,1.55,-1.520766648,1.245623882,1.838258958,-1.158356898,0.12858899,0.032245301,0.389294236,1.344587254,0.030146254
01N02932,1.53,0.422641509,0.306,0.24021,0.22797,0.10098,0.013,1.021,0.56,0.38,181085,32.5499458,-106.764946,sl,71.2,11.6,17.2,1.59,-1.7554992,0.926969959,1.520800379,-0.745212189,0.12822504,0.037119384,0.387614531,1.343460927,0.017559041
01N02933,1.64,0.381132075,0.28372,0.26404,0.2542,0.13776,0.009,1.02,0.34,0.34,181086,32.5499458,-106.764946,scl,63.8,11.6,24.6,1.73,-1.779876837,0.792935351,1.173633846,-1.066041367,0.114043265,0.046667319,0.371497305,1.300299109,0.016600576
01N02935,1.56,0.411320755,0.27144,0.33384,0.31512,0.13884,0.002,1.018,0.31,0.64,181088,32.5499458,-106.764946,fsl,68.5,17.5,14,1.6,-2.326819149,0.214907422,0.911377607,0.423204973,0.165862291,0.044280998,0.38522603,1.465083209,0.004711735
01N02937,1.71,0.354716981,0.31122,0.27702,0.26676,0.15903,0,1.029,0.56,1,181090,32.5499458,-106.764946,fsl,67.9,22.8,9.3,1.72,-1.727768062,0.817828617,0.802885639,-1.583082222,0.099935976,0.043801218,0.344722217,1.258739834,0.018716815
01N02944,1.58,0.403773585,0.3397,0.1896,0.17538,0.08058,0.008,1.017,0.92,0.45,181101,32.5499458,-106.764946,fsl,77.2,11.5,11.3,1.62,-1.475012038,1.260455738,1.720384586,-1.305278886,0.129890229,0.033308652,0.369441947,1.348621966,0.033495615
01N02945,1.54,0.418867925,0.29568,0.22022,0.16632,0.08008,0.009,1.017,0.75,0.41,181102,32.5499458,-106.764946,fsl,76.4,11,12.6,1.58,-1.396776271,1.37348104,1.906071358,-1.357472413,0.135416709,0.035915778,0.38196829,1.365893093,0.040107328
01N02946,1.47,0.445283019,0.32634,0.19257,0.1617,0.08232,0.009,1.016,0.67,0.41,181103,32.5499458,-106.764946,fsl,75.3,10.9,13.8,1.51,-1.329337729,1.502202996,2.100436014,-1.349193599,0.142553828,0.039337775,0.403027102,1.388525398,0.046844895
01N02947,1.43,0.460377358,0.32032,0.24882,0.22451,0.11011,0.02,1.024,0.56,0.39,181104,32.5499458,-106.764946,sl,68.4,12,19.6,1.52,-1.585582085,1.146306942,1.813198724,-1.11067275,0.123077342,0.043355706,0.41854416,1.32763087,0.025966769
01N02951,1.62,0.388679245,0.14904,0.13608,0.12636,0.05832,0.002,1.012,1.04,0.5,181112,32.5487518,-106.7636414,lfs,82.7,10.1,7.2,1.63,-1.305282013,1.510024927,1.997717027,-1.293144172,0.156629093,0.030317357,0.354958872,1.434263984,0.049512857
01N02952,1.56,0.411320755,0.25896,0.18096,0.15756,0.06708,0.006,1.013,0.88,0.51,181113,32.5487518,-106.7636414,lfs,80.9,10.6,8.5,1.59,-1.416662591,1.366915534,1.868280435,-1.292891601,0.134802927,0.029242779,0.372073155,1.36396406,0.038312228
01N02953,1.49,0.437735849,0.29502,0.22499,0.21009,0.0745,0.011,1.014,0.81,0.45,181114,32.5487518,-106.7636414,fsl,78.1,10.7,11.2,1.54,-1.761142672,0.989123232,1.667040456,-0.566252975,0.133656832,0.027904351,0.388550309,1.36036933,0.017332345
01N02954,1.44,0.456603774,0.32544,0.25488,0.2304,0.08928,0.006,1.016,0.71,0.46,181115,32.5487518,-106.7636414,sl,73.9,12.7,13.4,1.47,-1.801924155,0.933147671,1.664924219,-0.460946114,0.133523185,0.032220733,0.403547223,1.359950763,0.015778868
01N02957,1.35,0.490566038,0.37665,0.35505,0.33615,0.12285,0.014,1.017,0.24,0.42,181118,32.5487518,-106.7636414,scl,58.3,20,21.7,1.43,-2.440693025,0.151262278,1.297105039,0.788885798,0.201351933,0.049619047,0.431191317,1.589834558,0.003624991
01N02958,1.42,0.464150943,0.40754,0.39476,0.38198,0.15478,0.005,1.022,0.33,0.75,181119,32.5487518,-106.7636414,fsl,63.9,21.5,14.6,1.49,-2.676638679,-0.091497115,1.027045686,0.882801513,0.231589191,0.058094238,0.425617942,1.70446933,0.002105529
01N02959,1.36,0.486792453,0.46104,0.4216,0.39576,0.136,0.012,1.022,0.29,0.61,181120,32.5487518,-106.7636414,fsl,61.4,22.2,16.4,1.45,-2.801118707,-0.14725098,1.078009099,0.937380239,0.275424597,0.06176153,0.435899856,1.885491579,0.001580816
01N02964,1.66,0.373584906,0.332,0.29548,0.24236,0.06308,0.006,1.012,0.81,0.43,181129,32.5487518,-106.7636414,ls,82.9,8.2,8.9,1.69,-2.273700172,0.364084939,1.080015445,0.360905489,0.181672883,0.026354355,0.344044868,1.519402662,0.005324757
01N02965,1.53,0.422641509,0.38403,0.31977,0.23256,0.06579,0.002,1.013,0.71,0.42,181130,32.5487518,-106.7636414,ls,81.2,8.6,10.2,1.54,-2.060178102,0.634799068,1.441880502,0.13044333,0.157766571,0.02623079,0.374510161,1.438025446,0.008706065
01N02966,1.5,0.433962264,0.3945,0.33,0.261,0.075,0.017,1.014,0.56,0.39,181131,32.5487518,-106.7636414,fsl,78.1,9.2,12.7,1.58,-2.224339809,0.432249787,1.366211416,0.457673759,0.175418708,0.030354395,0.383821342,1.497678889,0.005965683
01N02971,1.58,0.403773585,0.2449,0.22278,0.2133,0.08058,0.023,1.016,0.81,0.37,181140,32.5483627,-106.7652206,fsl,76.2,10.1,13.7,1.69,-1.812141152,0.886754585,1.467586635,-0.563432964,0.134669374,0.0301883,0.369378562,1.363544682,0.015411995
01N02972,1.55,0.41509434,0.23405,0.18445,0.16585,0.0713,0.009,1.018,0.77,0.39,181141,32.5483627,-106.7652206,fsl,80.1,8.2,11.7,1.59,-1.444866732,1.330970423,1.912914602,-1.274287937,0.132141136,0.031342966,0.380066501,1.35562989,0.035903209
01N02973,1.52,0.426415094,0.25688,0.22192,0.18544,0.07448,0.011,1.016,0.63,0.37,181142,32.5483627,-106.7652206,fsl,78,8.7,13.3,1.57,-1.562575254,1.201975375,1.831043356,-1.064312519,0.128624003,0.030600852,0.387346889,1.344695659,0.027379452
01N02974,1.42,0.464150943,0.2911,0.27832,0.25134,0.09088,0.018,1.023,0.2,0.32,181143,32.5483627,-106.7652206,scl,68.1,11.9,20,1.5,-1.972869417,0.719208947,1.639699425,-0.00760937,0.145967545,0.035164368,0.411414357,1.399482735,0.01064463
01N02975,1.39,0.475471698,0.32665,0.30997,0.28356,0.12788,0.028,1.028,0.54,0.38,181144,32.5483627,-106.7652206,scl,64.8,11.3,23.9,1.51,-1.956317893,0.683347385,1.59951561,-0.13420813,0.136218615,0.045798595,0.432233034,1.368417486,0.011058141
01N02976,1.33,0.498113208,0.37506,0.35245,0.32718,0.11571,0.015,1.024,0.4,0.34,181145,32.5483627,-106.7652206,scl,61.7,12.9,25.4,1.41,-2.367618859,0.24156874,1.481693903,0.775871784,0.189731217,0.047430375,0.440139643,1.547858359,0.004289248
01N02977,1.68,0.366037736,0.32424,0.3108,0.28056,0.12936,0.007,1.018,0.31,0.35,181146,32.5483627,-106.7652206,scl,62.5,15.5,22,1.78,-2.169883602,0.370874899,0.744948975,-0.008987501,0.141748345,0.041190494,0.359175876,1.385952496,0.006762642
01N02978,1.63,0.38490566,0.31459,0.31133,0.28199,0.10758,0.01,1.015,0.25,0.38,181147,32.5483627,-106.7652206,fsl,66.9,15.7,17.4,1.75,-2.314665986,0.250415932,0.850696181,0.364746801,0.17245696,0.038150039,0.363482145,1.487499951,0.004845449
01N02983,1.57,0.40754717,0.27946,0.26847,0.23707,0.08321,0.013,1.017,0.78,0.38,181155,32.5483627,-106.7652206,fsl,76.3,9.9,13.8,1.63,-2.010847202,0.652961322,1.33166804,-0.077083081,0.148538842,0.03084442,0.371340325,1.407793132,0.009753327
01N02984,1.53,0.422641509,0.24021,0.23103,0.19278,0.08415,0.011,1.018,0.73,0.38,181156,32.5483627,-106.7652206,fsl,77.3,8.4,14.3,1.58,-1.560377998,1.182750621,1.784590626,-1.123839099,0.126952674,0.033873734,0.387728016,1.339530708,0.027518325
01N02985,1.51,0.430188679,0.23103,0.22348,0.18875,0.06644,0.009,1.015,0.79,0.4,181157,32.5483627,-106.7652206,ls,82.3,6.7,11,1.55,-1.634957395,1.142426627,1.822979434,-0.858070343,0.129865608,0.026742409,0.388072096,1.348545512,0.02317622
01N02986,1.47,0.445283019,0.26754,0.25725,0.22491,0.08967,0.013,1.018,0.59,0.38,181158,32.5483627,-106.7652206,sl,73.6,10.3,16.1,1.53,-1.76929029,0.957608897,1.681273275,-0.580379203,0.131625586,0.033584272,0.400642612,1.35402158,0.017010211
01N02990,1.57,0.40754717,0.25434,0.19782,0.1727,0.05652,0.006,1.014,0.89,0.41,181168,32.5963593,-106.7631912,ls,82.8,8.4,8.8,1.6,-1.610191857,1.159578933,1.745686484,-0.931997549,0.131697445,0.023933335,0.36756851,1.354245637,0.024536247
01N02991,1.53,0.422641509,0.24786,0.22797,0.20043,0.0612,0.025,1.014,0.72,0.37,181169,32.5963593,-106.7631912,ls,81,8.2,10.8,1.65,-1.799369741,0.952251073,1.653984069,-0.464228395,0.137821193,0.024791938,0.377204124,1.373476373,0.015871949
01N02992,1.53,0.422641509,0.23562,0.20655,0.18666,0.0612,0.006,1.015,0.72,0.35,181170,32.5963593,-106.7631912,fsl,79.7,9,11.3,1.56,-1.676785222,1.090481463,1.74812858,-0.764591586,0.132609385,0.025406784,0.378453832,1.357092296,0.021048191
01N02993,1.46,0.449056604,0.31098,0.29054,0.26718,0.08322,0.02,1.018,0.66,0.41,181171,32.5963593,-106.7631912,sl,74.9,11.3,13.8,1.55,-2.193874546,0.463792197,1.417847664,0.434484602,0.170391564,0.032279847,0.394463608,1.480442568,0.006399197
01N02994,1.58,0.403773585,0.30336,0.27492,0.24332,0.07268,0.014,1.015,0.71,0.39,181172,32.5963593,-106.7631912,fsl,78.4,9.7,11.9,1.65,-2.154896634,0.497680415,1.252034054,0.235392419,0.166032685,0.028625399,0.364633404,1.465658142,0.007000086
01N02995,1.63,0.38490566,0.3423,0.29829,0.26732,0.06846,0.01,1.014,0.73,0.42,181173,32.5963593,-106.7631912,ls,80.9,9.2,9.9,1.68,-2.430961777,0.189041824,1.01114066,0.577499545,0.205142664,0.029668197,0.352365866,1.603772137,0.003707133
01N03001,1.46,0.449056604,0.3796,0.3577,0.32412,0.04672,0.064,1.011,0.86,0.4,181183,32.5963593,-106.7631912,lfs,82.9,9,8.1,1.76,-2.736018599,-0.027228883,1.169791933,0.977285967,0.282299579,0.034282442,0.383429576,1.915576846,0.00183646
01N03002,1.55,0.41509434,0.3224,0.3131,0.28985,0.05425,0.013,1.011,1.03,0.51,181184,32.5963593,-106.7631912,lfs,84.7,8.5,6.8,1.61,-2.594431984,0.066470671,1.121402196,0.813026855,0.244200998,0.029898486,0.364336034,1.754692412,0.002544298
01N03003,1.53,0.422641509,0.36567,0.35037,0.31977,0.06426,0.034,1.013,0.83,0.48,181185,32.5963593,-106.7631912,ls,82.8,8.5,8.7,1.69,-2.725517077,-0.049275627,1.054724152,0.885411732,0.271537826,0.036086387,0.374780695,1.868692429,0.001881408
01N03004,1.47,0.445283019,0.29988,0.28665,0.25872,0.06321,0.011,1.014,0.72,0.41,181186,32.5963593,-106.7631912,fsl,80.1,9.5,10.4,1.52,-2.251681888,0.426344025,1.431774624,0.558832667,0.182102538,0.027424702,0.384999945,1.520906577,0.005601678
01N03005,1.48,0.441509434,0.3256,0.31228,0.29156,0.0814,0.022,1.021,0.63,0.38,181187,32.5963593,-106.7631912,sl,76.7,9,14.3,1.58,-2.414258366,0.219542108,1.279243526,0.732497957,0.20279934,0.03496754,0.391022722,1.595141963,0.003852491
01N03006,1.49,0.437735849,0.33227,0.31141,0.26224,0.0894,0.015,1.021,0.56,0.38,181188,32.5963593,-106.7631912,sl,73.8,10.3,15.9,1.56,-2.132932465,0.515758946,1.394184093,0.269843525,0.160981569,0.033726764,0.391971562,1.44871037,0.007363216
01N03007,1.62,0.388679245,0.31428,0.29484,0.26244,0.10044,0.01,1.017,0.38,0.34,181189,32.5963593,-106.7631912,sl,68.7,13.2,18.1,1.71,-2.170584353,0.421650041,1.032869544,0.143077421,0.157802248,0.036113274,0.36449789,1.438143584,0.006751739
01N03012,1.59,0.4,0.28779,0.27666,0.24963,0.06519,0.01,1.015,0.93,0.42,181198,32.6023064,-106.7612534,ls,80.6,9.6,9.8,1.64,-2.26892962,0.377121724,1.186178384,0.427295831,0.182576138,0.02739616,0.358934913,1.522566037,0.00538357
01N03013,1.5,0.433962264,0.2655,0.2475,0.2055,0.0765,0.013,1.018,0.77,0.45,181199,32.6023064,-106.7612534,fsl,78.7,10,11.3,1.56,-1.709267493,1.042621905,1.689185295,-0.713258043,0.130959875,0.028685287,0.388146556,1.351947649,0.019531361
01N03014,1.51,0.430188679,0.28237,0.26425,0.22348,0.07399,0.009,1.017,0.71,0.41,181200,32.6023064,-106.7612534,fsl,76.6,11.5,11.9,1.55,-1.908784884,0.806961156,1.521905703,-0.221449012,0.143200841,0.027997608,0.381199313,1.390595568,0.012337158
01N03015,1.49,0.437735849,0.298,0.27416,0.22648,0.08791,0.015,1.019,0.68,0.42,181201,32.6023064,-106.7612534,fsl,73,12.8,14.2,1.56,-1.817470305,0.895930107,1.566683878,-0.478000542,0.134754204,0.032183534,0.390869913,1.363811047,0.015224032
01N03016,1.41,0.467924528,0.34827,0.31866,0.25662,0.10857,0.025,1.025,0.62,0.36,181202,32.6023064,-106.7612534,scl,66.9,11.8,21.3,1.52,-1.876062267,0.810830136,1.665283355,-0.302939183,0.134798672,0.040123679,0.420838686,1.363950697,0.013302637
01N03017,1.44,0.456603774,0.3384,0.31104,0.24768,0.09792,0.02,1.023,0.61,0.34,181203,32.6023064,-106.7612534,fsl,70.8,9.3,19.9,1.53,-1.89281485,0.803011051,1.663361214,-0.24725824,0.137472428,0.036673448,0.411946003,1.372373831,0.012799269
01N03018,1.43,0.460377358,0.35321,0.32032,0.25454,0.10153,0.014,1.021,0.47,0.33,181204,32.6023064,-106.7612534,scl,66.1,12.1,21.8,1.52,-1.931869031,0.745211991,1.621625896,-0.160748568,0.140425723,0.038392115,0.413261322,1.381738068,0.011698521
01N03019,1.64,0.381132075,0.33784,0.31816,0.27552,0.10988,0.005,1.017,0.29,0.28,181205,32.6023064,-106.7612534,scl,58.9,17.2,23.9,1.73,-2.254863375,0.298997103,0.902175478,0.237917913,0.162992035,0.040137656,0.364288832,1.455432388,0.005560792
01N03020,1.49,0.437735849,0.36952,0.3576,0.30694,0.09834,0.011,1.015,0.19,0.26,181206,32.6023064,-106.7612534,scl,50,24.6,25.4,1.58,-2.501292736,0.082493946,1.01109455,0.693209292,0.215868861,0.044999218,0.393286097,1.643875266,0.003152879
01N03027,1.52,0.426415094,0.25232,0.22192,0.17632,0.06232,0.009,1.014,0.81,0.38,181217,32.6023064,-106.7612534,ls,81.1,8,10.9,1.56,-1.568556651,1.217189044,1.866057788,-1.000577066,0.130023761,0.026226422,0.384035573,1.349036689,0.027004948
01N03028,1.5,0.433962264,0.249,0.225,0.15,0.0675,0.011,1.016,0.68,0.38,181218,32.6023064,-106.7612534,fsl,79.7,8.3,12,1.55,-1.340856889,1.498729431,2.138756633,-1.308436677,0.141218995,0.03269566,0.394351131,1.384264225,0.045618722
01N03033,1.51,0.430188679,0.33371,0.29596,0.20838,0.07097,0.009,1.013,0.78,0.5,181227,32.6019173,-106.7630844,ls,80.1,10.5,9.4,1.55,-1.78477943,0.962130088,1.618595686,-0.515095751,0.135319163,0.026394661,0.381498377,1.365586337,0.016414232
01N03034,1.44,0.456603774,0.2232,0.18864,0.13536,0.06912,0.005,1.014,0.68,0.44,181228,32.6019173,-106.7630844,fsl,77.5,11.5,11,1.46,-1.25340988,1.673375518,2.285103924,-1.220847008,0.164324678,0.036162724,0.407101875,1.459905276,0.055794337
01N03035,1.42,0.464150943,0.27406,0.23856,0.1775,0.09088,0.012,1.018,0.59,0.44,181229,32.6019173,-106.7630844,fsl,73.1,12.2,14.7,1.47,-1.355503912,1.480417971,2.08093097,-1.358306306,0.135586123,0.04112387,0.417308319,1.366426019,0.044105839
01N03036,1.34,0.494339623,0.29882,0.27336,0.21842,0.09648,0.012,1.021,0.5,0.34,181230,32.6019173,-106.7630844,scl,66.5,12.6,20.9,1.41,-1.576331896,1.231525242,2.01057136,-0.975142294,0.124634915,0.039133763,0.439754872,1.332400893,0.026525776
01N03037,1.59,0.4,0.30846,0.2862,0.22578,0.11289,0.007,1.02,0.47,0.34,181231,32.6019173,-106.7630844,scl,66,13.3,20.7,1.67,-1.682951853,0.953510737,1.429326541,-1.091508581,0.121612256,0.042448716,0.375718554,1.323159673,0.020751436
01N03038,1.62,0.388679245,0.30132,0.28026,0.22032,0.09558,0.006,1.016,0.44,0.33,181232,32.6019173,-106.7630844,sl,67.9,14.4,17.7,1.71,-1.795329956,0.858251437,1.320614854,-0.739229023,0.129488791,0.035199786,0.361707832,1.34737595,0.016020278
01N03039,1.56,0.411320755,0.3198,0.2964,0.23556,0.09204,0.011,1.017,0.52,0.38,181233,32.6019173,-106.7630844,sl,69.5,14.8,15.7,1.66,-1.93053828,0.729708895,1.322100938,-0.302876095,0.140521526,0.033405084,0.373289208,1.382042906,0.011734422
01N03040,1.56,0.411320755,0.33852,0.31044,0.23088,0.08424,0.01,1.017,0.61,0.39,181234,32.6019173,-106.7630844,fsl,73.9,12.4,13.7,1.63,-1.941169772,0.734941388,1.361818362,-0.240363907,0.143030723,0.030822579,0.372073595,1.390050963,0.011450652
01N03045,1.45,0.452830189,0.29,0.2639,0.20735,0.0638,0.011,1.013,0.73,0.45,181243,32.6019173,-106.7630844,fsl,78.9,11.4,9.7,1.5,-1.786066683,0.990763406,1.745594089,-0.429119331,0.13630766,0.024605078,0.393529851,1.368698086,0.016365652
01N03046,1.49,0.437735849,0.3725,0.34419,0.31737,0.06407,0.013,1.012,0.71,0.46,181244,32.6019173,-106.7630844,fsl,78.5,12.1,9.4,1.55,-2.685553208,-0.010859475,1.109848125,0.906304121,0.264358584,0.035794616,0.380520229,1.838055344,0.002062751
01N03047,1.47,0.445283019,0.34104,0.30723,0.25578,0.08232,0.013,1.014,0.67,0.49,181245,32.6019173,-106.7630844,fsl,74.5,14,11.5,1.53,-2.115286951,0.55588123,1.416672824,0.263987482,0.161482507,0.030658776,0.388593471,1.450382353,0.007668546
01N03052,1.02,0.61509434,0.47736,0.42636,0.36822,0.06732,0.006,1.086,0.58,0.42,181254,32.9122505,-106.1530533,sil,26.5,57.6,15.9,1.04,-2.656382892,0.087428992,1.96670149,1.211200766,0.276640104,0.044199229,0.4673423,1.8907761,0.002206059
01N03053,1.02,0.61509434,0.35292,0.33252,0.31008,0.04182,0,1.14,0.4,0.38,181255,32.9122505,-106.1530533,l,48.6,40.5,10.9,1.02,-2.385900642,0.383805839,2.009919606,1.224318457,0.206857176,0.02539233,0.448288802,1.610116038,0.004112438
01N03054,0.99,0.626415094,0.36432,0.34749,0.32373,0.03861,0,1.16,0.34,0.49,181256,32.9122505,-106.1530533,fsl,63,29,8,0.99,-2.376104681,0.406037583,2.061609163,1.301012096,0.200556467,0.024773737,0.461486845,1.586925238,0.004206252
