labsampnum,db_13b,w0,w6clodVMW,w10cldVMW,w3cldVMW,w15l2VMW,COLEws,adod,cec7_cly,w15cly,result_source_key,latitude_decimal_degrees,longitude_decimal_degrees,lab_texture_class,sand_tot_psa,silt_tot_psa,clay_tot_psa,db_od,alpha,Ko,Ks,Lpar,npar,theta_r,theta_s,ten_npar,ten_alpha
92P01332,1.61,0.39245283,0.36064,0.34454,0.30429,0.2093,0.02,1.021,0.35,0.42,118550,35.8780556,-76.6583328,cl,38.7,30,31.3,1.71,-1.616351365,0.812506406,0.665897549,-2.472811248,0.086843425,0.068628898,0.387134203,1.221359247,0.024190711
92P01333,1.63,0.38490566,0.36838,0.35045,0.31948,0.163,0.03,1.017,0.42,0.44,118551,35.8780556,-76.6583328,scl,53.3,24,22.7,1.78,-2.251396311,0.239070459,0.53953274,0.130669064,0.139367429,0.048925661,0.377702827,1.378375131,0.005605362
92P01345,1.5,0.433962264,0.363,0.333,0.297,0.138,0.017,1.015,0.34,0.44,118563,NA,NA,l,34.8,44.3,20.9,1.58,-2.151620012,0.373683871,0.996416743,0.054425868,0.151951756,0.050076228,0.391794031,1.418899893,0.007053099
92P01346,1.76,0.335849057,0.29568,0.27456,0.24816,0.10736,0.004,1.01,0.34,0.43,118564,NA,NA,l,51.3,34.4,14.3,1.78,-2.066337444,0.515391931,0.660740907,-0.322452185,0.135699417,0.034136131,0.324563278,1.366782523,0.008583463
92P01347,1.71,0.354716981,0.33003,0.31806,0.2907,0.14022,0.01,1.013,0.34,0.45,118565,NA,NA,fsl,57.1,24.5,18.4,1.76,-2.203151081,0.319101694,0.493628824,-0.021342718,0.137999307,0.0417636,0.350837985,1.374039782,0.006263959
92P01348,1.7,0.358490566,0.3162,0.306,0.2601,0.136,0.012,1.011,0.34,0.43,118566,NA,NA,fsl,65.6,15.9,18.5,1.76,-1.893278117,0.674580931,0.807840213,-0.812685415,0.116157536,0.041365079,0.351545565,1.306644775,0.012785623
92P01349,1.65,0.377358491,0.34485,0.3168,0.27555,0.14025,0.018,1.013,0.37,0.41,118567,NA,NA,scl,67.3,12.1,20.6,1.74,-1.984635905,0.575156066,0.906691324,-0.472480735,0.123500888,0.043123833,0.368155989,1.328926274,0.010360104
92P01350,1.61,0.39245283,0.31234,0.22862,0.18515,0.10304,0.014,1.011,0.41,0.44,118568,NA,NA,fsl,81.4,3.9,14.7,1.68,-1.409357599,1.282124234,1.795711947,-1.536067371,0.129049807,0.044959882,0.376157339,1.346014713,0.038962104
92P01351,1.32,0.501886792,0.4092,0.36168,0.32208,0.16632,0.037,1.031,0.8,0.47,118569,35.1666679,-102.0833359,cl,21.3,51.7,27,1.47,-2.019273397,0.491912714,1.330329187,-0.172829647,0.139604457,0.064888183,0.448128772,1.379127622,0.009565917
92P01352,1.43,0.460377358,0.46189,0.45331,0.41184,0.25025,0.088,1.048,0.65,0.39,118570,35.1666679,-102.0833359,c,15.5,39.2,45.3,1.84,-2.268348589,0.109574767,0.685005633,0.170518753,0.118882563,0.076987868,0.472502493,1.314869232,0.005390778
92P01353,1.52,0.426415094,0.46816,0.45144,0.38912,0.23104,0.048,1.043,0.64,0.38,118571,35.1666679,-102.0833359,sicl,14.8,45.4,39.8,1.75,-2.278879564,0.102194568,0.452450816,0.133248912,0.120643,0.071656968,0.443211725,1.320209945,0.005261632
92P01354,1.41,0.467924528,0.4653,0.44274,0.38211,0.20445,0.071,1.042,0.65,0.38,118572,35.1666679,-102.0833359,sicl,19.2,42.3,38.5,1.73,-2.342212562,0.07586127,0.835060473,0.405697293,0.152749668,0.074669351,0.460252002,1.421509178,0.004547654
92P01355,1.49,0.437735849,0.47233,0.43657,0.40528,0.21605,0.057,1.043,0.65,0.38,118573,35.1666679,-102.0833359,cl,23.2,38.5,38.3,1.76,-2.568779613,-0.129633064,0.451531341,0.729092562,0.16857201,0.072834081,0.44911492,1.474252965,0.002699109
92P01357,1.47,0.445283019,0.39396,0.36603,0.33222,0.16317,0.029,1.024,0.37,0.28,118575,35.1666679,-102.0833359,sicl,11.2,49.6,39.2,1.6,-2.250270593,0.199491575,0.847256552,0.223366791,0.155692215,0.066523295,0.43185651,1.431173266,0.005619911
92P01358,1.42,0.464150943,0.40044,0.39192,0.37204,0.22294,0.049,1.034,0.76,0.44,118576,40.8462222,-96.46625,sicl,7.2,57.3,35.5,1.64,-2.053201536,0.330000827,0.931685835,-0.44110386,0.11470686,0.079595282,0.461324012,1.302287464,0.00884705
92P01359,1.36,0.486792453,0.34,0.34544,0.33456,0.20672,0.056,1.036,0.7,0.41,118577,40.8462222,-96.46625,sicl,5.3,57.7,37,1.6,-1.775360351,0.66388952,1.115523264,-1.280143276,0.107051527,0.083662901,0.462804203,1.279533106,0.016774116
92P01360,1.32,0.501886792,0.4092,0.40656,0.39336,0.23628,0.082,1.045,0.7,0.41,118578,40.8462222,-96.46625,sic,4.2,51.8,44,1.67,-2.07518208,0.304815213,1.050358807,-0.313236699,0.118709236,0.087155738,0.496205687,1.314344572,0.008410425
92P01361,1.39,0.475471698,0.42951,0.41422,0.39198,0.24603,0.076,1.046,0.72,0.44,118579,40.8462222,-96.46625,sic,3.1,56.3,40.6,1.73,-2.015307297,0.34818921,0.885173364,-0.681906175,0.104724629,0.085301938,0.480181689,1.272695853,0.009653676
92P01362,1.44,0.456603774,0.42624,0.40752,0.38448,0.23616,0.059,1.043,0.75,0.45,118580,40.8462222,-96.46625,sicl,4.9,58.7,36.4,1.71,-2.068254467,0.297668415,0.821672184,-0.48775244,0.108745589,0.08076503,0.46397473,1.284533956,0.008545658
92P01363,1.36,0.486792453,0.46648,0.44064,0.40392,0.21624,0.058,1.043,0.79,0.46,118581,40.8462222,-96.46625,sicl,4,61.4,34.6,1.61,-2.395262706,-0.001237482,1.037013642,0.448870618,0.1643932,0.086452883,0.486229461,1.460135634,0.004024735
92P01364,1.35,0.490566038,0.486,0.46575,0.42255,0.20655,0.043,1.04,0.82,0.47,118582,40.8462222,-96.46625,sicl,4.7,62.5,32.8,1.53,-2.627520014,-0.15903823,1.035678805,0.667980365,0.213988396,0.092103367,0.493247081,1.636772788,0.002357654
92P01365,1.36,0.486792453,0.4828,0.45968,0.42296,0.20808,0.038,1.04,0.91,0.51,118583,40.8462222,-96.46625,sicl,2.9,67.3,29.8,1.52,-2.624406561,-0.161356442,1.02652439,0.65158809,0.213712076,0.093058293,0.493488575,1.635731722,0.002374616
92P01366,1.33,0.498113208,0.51471,0.50008,0.47215,0.19285,0.039,1.04,0.86,0.48,118584,40.8462222,-96.46625,sicl,3.4,66.3,30.3,1.49,-3.007864072,-0.317612544,0.934903696,0.366060267,0.334309278,0.114086585,0.517613753,2.15928157,0.000982055
92P01471,1.45,0.452830189,0.2001,0.19575,0.17545,0.02465,0.033,1.002,0.77,0.65,118689,17.7544441,-91.819725,ls,85.3,12.1,2.6,1.6,-1.77378278,1.048257842,1.832601261,-0.388602764,0.139800745,0.015047074,0.377348828,1.379751087,0.016835159
92P01472,1.59,0.4,0.25281,0.18603,0.1749,0.02703,0.002,1.002,0.6,0.57,118690,17.7544441,-91.819725,ls,84.5,12.5,3,1.6,-1.86495591,0.907318536,1.522599242,-0.299596556,0.148416393,0.016019657,0.34384558,1.407396261,0.013647217
92P01477,1.66,0.373584906,0.26394,0.25398,0.24402,0.16434,0.013,1.008,0.17,0.41,118695,17.7544441,-91.819725,scl,65.2,10.7,24.1,1.73,-1.46630979,1.041290774,1.22560718,-2.163698121,0.104536448,0.062433818,0.368754183,1.27214451,0.034173559
92P01478,1.62,0.388679245,0.33372,0.3321,0.32238,0.24624,0.024,1.015,0.18,0.38,118696,17.7544441,-91.819725,sc,49,10.7,40.3,1.74,-1.496342,0.882340332,0.94958275,-3.52086443,0.07713332,0.077517575,0.397313093,1.194354692,0.031890256
92P01482,1.38,0.479245283,0.3795,0.36018,0.35604,0.07866,0.007,1.012,0.94,0.63,118700,17.583334,-92.0336075,fsl,69.3,21.7,9,1.41,-2.784758922,-0.079228,1.198122488,0.992058672,0.291929323,0.044416796,0.405246597,1.958525917,0.001641501
92P01484,1.26,0.524528302,0.50778,0.4851,0.46116,0.1827,0.114,1.046,0.86,0.44,118702,17.583334,-92.0336075,scl,47.2,19.7,33.1,1.77,-2.894462879,-0.23850684,1.015476505,0.836663876,0.283534767,0.084983662,0.492468265,1.921032742,0.001275079
92P01486,1.25,0.528301887,0.49875,0.4875,0.46625,0.31625,0.156,1.082,0.95,0.43,118704,17.583334,-92.0336075,c,15.9,25.2,58.9,1.93,-2.039366578,0.371022716,1.210474381,-0.857627565,0.086825861,0.085006386,0.539195317,1.221309854,0.00913342
92P01506,1.11,0.581132075,0.43512,0.40959,0.39294,0.12543,0.029,1.02,1.43,0.76,118724,17.981945,-93.3869476,l,50.5,34.6,14.9,1.21,-2.627710174,0.031006974,1.683846415,1.048842836,0.250324001,0.058183366,0.475430163,1.779606572,0.002356621
92P01508,1.28,0.516981132,0.3584,0.25088,0.20352,0.08704,0.005,1.015,1.19,0.75,118726,17.981945,-93.3869476,vfsl,67.3,23.6,9.1,1.3,-1.491999181,1.377355379,2.045903432,-1.083932404,0.124770738,0.030769878,0.434220126,1.332817658,0.032210749
92P01509,1.23,0.535849057,0.4059,0.25953,0.22509,0.07011,0.008,1.011,1.33,0.93,118727,17.981945,-93.3869476,fsl,74,19.9,6.1,1.26,-1.7274506,1.135875231,2.109934763,-0.406931815,0.128214583,0.02315978,0.439372401,1.343428579,0.018730501
92P01510,1.43,0.460377358,0.4004,0.21879,0.16588,0.06721,0,1.009,1.63,1.09,118728,17.981945,-93.3869476,lfs,82.5,13.2,4.3,1.43,-1.401608527,1.452022876,2.024758218,-1.245601834,0.130967442,0.026270253,0.401457942,1.351971205,0.03966354
92P01511,1.27,0.520754717,0.47244,0.42037,0.38608,0.18034,0.033,1.026,1.03,0.71,118729,17.981945,-93.3869476,sil,29.3,50.6,20.1,1.4,-2.460463732,0.036938446,1.46607022,0.649904901,0.197434695,0.072820681,0.46787505,1.575559088,0.003463668
92P01512,1.26,0.524528302,0.48636,0.43722,0.38808,0.0882,0.013,1.016,1.46,0.88,118730,17.981945,-93.3869476,fsl,62.4,29.6,8,1.31,-2.837135593,-0.104349661,1.390522921,1.025996971,0.310536127,0.051988081,0.431362585,2.044259982,0.001455005
92P01738,1.28,0.516981132,0.31232,0.30848,0.29056,0.1728,0.024,1.038,0.92,0.47,118956,31.7377777,-109.9494476,scl,61.3,10,28.7,1.41,-1.559015204,1.135700161,1.916572262,-1.500198343,0.108390671,0.066738491,0.480783947,1.283484626,0.027604812
92P01739,1.18,0.554716981,0.35282,0.34692,0.33158,0.19234,0.055,1.043,0.63,0.37,118957,31.7377777,-109.9494476,c,42.6,13.2,44.2,1.48,-1.699055705,0.944913043,1.882203514,-1.159303869,0.108597431,0.075334133,0.518739164,1.284095816,0.019996054
92P01740,1.18,0.554716981,0.4189,0.40238,0.3776,0.20532,0.039,1.048,0.68,0.38,118958,31.7377777,-109.9494476,c,43.3,10.8,45.9,1.41,-2.002641742,0.547815205,1.706393975,-0.11946635,0.123174528,0.072391366,0.52308892,1.327927999,0.009939356
92P01741,1.33,0.498113208,0.40698,0.37905,0.35245,0.15827,0.043,1.027,0.71,0.41,118959,31.7377777,-109.9494476,scl,56.7,14.5,28.8,1.56,-2.308034607,0.237514078,1.36882196,0.602393176,0.167905747,0.057464371,0.455448626,1.471993008,0.004920003
92P01742,1.35,0.490566038,0.4023,0.36315,0.29565,0.09045,0.005,1.015,0.99,0.61,118960,31.7377777,-109.9494476,fsl,67.2,21.8,11,1.38,-2.317265768,0.339910286,1.493927607,0.715445423,0.189438539,0.034956357,0.410552137,1.546815584,0.00481653
92P01746,1.19,0.550943396,0.72471,0.69139,0.6188,0.16184,0.025,1.012,0.44,0.89,118964,31.7377777,-109.9836121,cosl,61.7,23,15.3,1.28,-3.429209344,-0.13561388,0.616326561,-0.539834838,0.513510362,0.144886709,0.54226365,3.262198337,0.000372212
92P01747,1.45,0.452830189,0.37265,0.3393,0.30305,0.08555,0.018,1.013,1.4,0.98,118965,31.7377777,-109.9836121,sl,68.3,25.7,6,1.56,-2.498494479,0.137004005,1.285405569,0.775471798,0.221563132,0.034877904,0.382847205,1.665570929,0.003173259
92P01750,1.53,0.422641509,0.26622,0.20808,0.16065,0.0765,0.031,1.009,0.91,0.64,118968,31.708334,-110.0344467,cosl,72.9,19.3,7.8,1.71,-1.381850093,1.396788188,1.783371152,-1.3402295,0.138573398,0.032313405,0.370930656,1.375857318,0.04150973
92P01752,1.42,0.464150943,0.2201,0.20448,0.18602,0.09656,0.017,1.014,0.79,0.46,118970,31.708334,-110.0344467,sl,64.3,20.8,14.9,1.52,-1.396204782,1.39476262,1.874905426,-1.347551297,0.134443909,0.041971571,0.406963809,1.362836979,0.04016014
92P01753,1.39,0.475471698,0.25993,0.22101,0.19321,0.09591,0.031,1.015,0.84,0.51,118971,31.708334,-110.0344467,fsl,55.6,30.8,13.6,1.54,-1.453470382,1.324667502,1.734917148,-1.251771492,0.132853344,0.038731473,0.401557222,1.357854838,0.035198943
92P01755,1.43,0.460377358,0.3432,0.31746,0.27027,0.11297,0.019,1.019,0.83,0.49,118973,31.708334,-110.0344467,l,45.6,38.4,16,1.52,-2.050870402,0.562879227,1.282093212,-0.003184075,0.152231421,0.040626162,0.392750813,1.419813891,0.008894665
92P01758,1.36,0.486792453,0.2108,0.1904,0.17,0.10472,0.008,1.014,0.71,0.62,118976,31.708889,-110.4430542,cosl,72.4,15.2,12.4,1.4,-1.253619061,1.660758387,2.201383025,-1.30225654,0.16357698,0.052874982,0.432248083,1.457394009,0.05576747
92P01759,1.52,0.426415094,0.36936,0.34656,0.3192,0.1368,0.002,1.012,0.46,0.6,118977,31.708889,-110.4430542,cosl,64.7,20.2,15.1,1.53,-2.352015476,0.19353494,0.970502642,0.493491374,0.173570321,0.045796063,0.393321989,1.49131821,0.004446154
92P01761,1.45,0.452830189,0.1856,0.1914,0.1624,0.0841,0.01,1.012,1.21,0.83,118979,31.708889,-110.4430542,lcos,88.5,4.5,7,1.52,-1.296021239,1.586884688,2.204365125,-1.34037012,0.142813919,0.037310246,0.414977637,1.389357209,0.050579993
92P01764,1.29,0.513207547,0.35604,0.34701,0.32766,0.23091,0.046,1.041,0.57,0.37,118982,31.7374992,-110.0175018,c,44.7,7.5,47.8,1.49,-1.431710284,1.139983266,1.883631107,-2.618712786,0.093936719,0.097666151,0.501036859,1.2414714,0.037007497
92P01765,1.21,0.543396226,0.38841,0.40293,0.34848,0.21417,0.051,1.042,0.59,0.41,118983,31.7374992,-110.0175018,sc,49.4,7.5,43.1,1.48,-1.678404063,0.945470333,1.824352294,-1.449838615,0.100097508,0.077075305,0.518473556,1.259208098,0.02096988
92P01766,1.49,0.437735849,0.26373,0.2384,0.22797,0.13857,0.002,1.02,0.77,0.53,118984,31.7374992,-110.0175018,cosl,60.3,22.3,17.4,1.5,-1.456327107,1.177401614,1.518424832,-1.630060717,0.121528897,0.057484684,0.397148867,1.322905728,0.034968169
92P01767,1.52,0.426415094,0.266,0.22192,0.21584,0.10944,0,1.015,1.38,0.94,118985,31.7374992,-110.0175018,lcos,79.6,12.7,7.7,1.52,-1.556645981,1.151632287,1.583552419,-1.256647155,0.121621548,0.037993984,0.387454638,1.323187983,0.027755817
92P01769,1.26,0.524528302,0.31248,0.2646,0.23184,0.09702,0.014,1.017,1.05,0.6,118987,31.7377777,-109.9494476,cosl,62,25.2,12.8,1.35,-1.652950076,1.166160709,1.926232671,-0.719442791,0.126711005,0.033736826,0.439561895,1.338785515,0.022235655
92P01770,1.11,0.581132075,0.2886,0.27195,0.25419,0.11211,0.014,1.022,0.79,0.6,118988,31.7377777,-109.9494476,cosl,58.1,25,16.9,1.19,-1.612998106,1.266222435,2.102525967,-0.792950881,0.12011642,0.038745219,0.487255207,1.318610167,0.024378214
92P01771,1.18,0.554716981,0.31624,0.28556,0.25134,0.118,0.014,1.02,0.73,0.51,118989,31.7377777,-109.9494476,l,50.7,29.7,19.6,1.25,-1.628799705,1.185212106,1.840506224,-0.80984434,0.124675576,0.043792801,0.466781916,1.332525645,0.023507167
92P01773,1.58,0.403773585,0.25596,0.24332,0.21172,0.1422,0.016,1.024,0.69,0.42,118991,31.7377777,-109.9494476,scl,51.5,27.3,21.2,1.66,-1.372375073,1.175638159,1.391295928,-1.847552891,0.130118168,0.06845249,0.369819871,1.349329974,0.0424253
92P01774,1.31,0.505660377,0.44147,0.43361,0.40872,0.2882,0.05,1.063,0.58,0.37,118992,31.7377777,-109.9494476,c,17.6,22.8,59.6,1.54,-1.730800215,0.706430388,1.363828322,-2.418803234,0.078379465,0.089113298,0.51188666,1.197786641,0.018586593
92P01775,1.28,0.516981132,0.36224,0.31488,0.29824,0.12672,0.005,1.021,0.55,0.42,118993,31.7377777,-109.9494476,l,45.1,31.1,23.8,1.32,-2.071464273,0.550588775,1.442342702,0.205007525,0.153415672,0.048235919,0.442554949,1.423690778,0.008482732
92P01777,1.55,0.41509434,0.2232,0.1984,0.1736,0.12865,0.01,1.016,1,0.62,118995,31.7522221,-109.9838867,cosl,73.8,12.9,13.3,1.62,-1.2758648,1.36900551,1.879501403,-1.511390724,0.194373184,0.078367735,0.382096763,1.564491414,0.052982836
92P01778,1.48,0.441509434,0.28268,0.23828,0.22348,0.09472,0,1.011,0.98,0.74,118996,31.7522221,-109.9838867,cosl,75.3,16,8.7,1.48,-1.72470396,1.001285345,1.575136011,-0.737573843,0.128619596,0.032077647,0.38967893,1.344682014,0.018849335
92P01779,1.36,0.486792453,0.306,0.27744,0.23664,0.06664,0,1.013,1.59,0.91,118997,31.7522221,-109.9838867,lcos,82,12.6,5.4,1.36,-1.944370984,0.830604824,1.796635016,0.069915457,0.145389415,0.023707187,0.409402004,1.397620992,0.011366559
92P01780,1.35,0.490566038,0.3186,0.27405,0.243,0.0729,0,1.014,1.5,0.87,118998,31.7522221,-109.9838867,lcos,82.8,11,6.2,1.35,-1.941595982,0.831092841,1.813873153,0.07223438,0.143820745,0.025310605,0.416183781,1.392581896,0.01143942
92P01782,1.12,0.577358491,0.39312,0.32256,0.27104,0.1288,0.009,1.018,0.89,0.82,119000,31.7522221,-109.9838867,sl,68.7,17.3,14,1.16,-1.601377491,1.270159123,2.225089384,-0.931072082,0.114651867,0.042335344,0.497684305,1.302122571,0.025039319
92P01783,1.46,0.449056604,0.42048,0.36062,0.30806,0.11096,0,1.012,0.49,0.52,119001,31.7522221,-109.9838867,sl,60.5,24.9,14.6,1.46,-2.397932035,0.189127359,1.134297135,0.625324497,0.194955934,0.042196111,0.395253824,1.566592107,0.004000073
92P01784,1.4,0.471698113,0.3528,0.3136,0.287,0.0728,0,1.011,0.86,0.68,119002,31.7522221,-109.9838867,sl,71.1,21.2,7.7,1.4,-2.392137272,0.272935113,1.413295143,0.770145095,0.204984633,0.030678109,0.391600325,1.603188663,0.004053804
92P01785,1.27,0.520754717,0.2921,0.27559,0.254,0.0762,0,1.015,1.46,0.9,119003,31.7522221,-109.9838867,ls,77.9,15.4,6.7,1.27,-1.955263087,0.831501909,1.921654377,0.183999479,0.144069254,0.025832108,0.431808359,1.393378978,0.011085031
92P01787,1.03,0.611320755,0.34093,0.31312,0.26265,0.1545,0.025,1.026,0.73,0.57,119005,31.7522221,-109.9497223,scl,50.4,23.3,26.3,1.14,-1.343045388,1.64476774,2.167380544,-1.735011855,0.116316258,0.067127257,0.535110109,1.307122402,0.045389418
92P01788,1.37,0.483018868,0.30277,0.27537,0.25071,0.14796,0.008,1.025,0.93,0.53,119006,31.7522221,-109.9497223,l,49.9,29.6,20.5,1.42,-1.524780508,1.128627368,1.530556807,-1.440096673,0.120548346,0.060876157,0.426419047,1.319922238,0.029868918
92P01789,1.25,0.528301887,0.49,0.4675,0.4375,0.11875,0.028,1.032,1.75,0.75,119007,31.7522221,-109.9497223,sl,71.9,15.5,12.6,1.45,-2.924479845,-0.184091587,1.206476692,0.924983295,0.32350998,0.066927994,0.459122286,2.1062503,0.001189927
92P04039,1.07,0.596226415,0.52216,0.4708,0.44298,0.04708,0.006,1.004,1.31,0.72,121257,47.0069427,-118.5736084,sil,24.1,69.8,6.1,1.09,-2.977803497,-0.114376273,1.728765909,0.750516542,0.401474242,0.065043832,0.479853104,2.520427689,0.001052438
92P04040,1.21,0.543396226,0.43439,0.40293,0.39325,0.07744,0.016,1.011,1.53,0.84,121258,47.0069427,-118.5736084,sil,28.3,64.1,7.6,1.27,-2.912209742,-0.123825008,1.665075703,0.918854474,0.357051083,0.057256601,0.444170399,2.27536505,0.001224025
92P04043,1.42,0.464150943,0.4615,0.4402,0.41322,0.08946,0.005,1.016,4.27,2.1,121261,47.0069427,-118.5736084,sil,25.8,71.2,3,1.44,-3.10176222,-0.230944067,1.100605293,0.533426152,0.423229086,0.073270006,0.436076113,2.649897564,0.000791112
92P04044,1.26,0.524528302,0.53676,0.50778,0.46998,0.09072,0.003,1.007,3.02,1.5,121262,47.0069427,-118.5736084,sil,35.2,60,4.8,1.27,-3.16304245,-0.222036134,1.2344679,0.291311501,0.452818587,0.091434045,0.473206381,2.836733824,0.000687001
92P04048,1.56,0.411320755,0.33228,0.28392,0.24804,0.08268,0.023,1.012,0.88,0.46,121266,34.252224,-105.4194412,fsl,71.6,16.8,11.6,1.67,-2.123646016,0.52078181,1.201000003,0.153127183,0.161127858,0.030454225,0.366255385,1.44919844,0.007522358
92P04049,1.49,0.437735849,0.36654,0.31588,0.18327,0.12367,0.015,1.021,0.73,0.43,121267,34.252224,-105.4194412,fsl,61.1,19.8,19.1,1.56,-1.297434085,1.387830887,1.849815037,-1.543826293,0.161762749,0.069379986,0.395059051,1.451318559,0.050415713
92P04050,1.49,0.437735849,0.36505,0.298,0.24883,0.11324,0.053,1.019,0.72,0.44,121268,34.252224,-105.4194412,fsl,62.3,20.4,17.3,1.74,-1.843571313,0.807815135,1.376357197,-0.540587483,0.131656493,0.040073887,0.392288931,1.354117944,0.014336023
92P04051,1.63,0.38490566,0.3749,0.32274,0.2934,0.10595,0.002,1.013,0.7,0.45,121269,34.252224,-105.4194412,fsl,67.8,17.7,14.5,1.64,-2.432479892,0.132142656,0.779063817,0.516448157,0.190996627,0.038406253,0.361757573,1.552374953,0.003694197
92P04053,1.54,0.418867925,0.37576,0.33572,0.3157,0.08932,0.011,1.011,0.63,0.47,121271,34.252224,-105.4194412,fsl,76.8,10.9,12.3,1.59,-2.613464363,0.009743382,1.011656933,0.805344906,0.236107116,0.039036946,0.37969231,1.722293315,0.002435206
92P04054,1.51,0.430188679,0.37901,0.33069,0.34881,0.09815,0.013,1.008,0.45,0.44,121272,34.252224,-105.4194412,fsl,70.6,14.5,14.9,1.57,-2.778626143,-0.123096997,0.909881601,0.87958165,0.27302652,0.047084168,0.39226871,1.875109007,0.001664845
92P04055,1.69,0.362264151,0.20956,0.16393,0.14027,0.0845,0.002,1.006,0.37,0.47,121273,33.8841667,-83.4277802,cosl,73.8,15.5,10.7,1.7,-1.297161289,1.424746943,1.734583842,-1.433157955,0.164511326,0.044095245,0.335349893,1.460532838,0.050447391
92P04056,1.77,0.332075472,0.27612,0.22656,0.21063,0.10089,0.002,1.005,0.27,0.43,121274,33.8841667,-83.4277802,cosl,71.4,15.4,13.2,1.78,-1.730877047,0.894663035,0.968218209,-1.148902375,0.117529103,0.033219666,0.324575946,1.310777877,0.018583305
92P04057,1.32,0.501886792,0.47652,0.4422,0.41712,0.30888,0.015,1.02,0.1,0.37,121275,33.8841667,-83.4277802,c,25.4,11.4,63.2,1.38,-1.633066173,0.82306911,1.407065634,-3.478949612,0.069237718,0.088940391,0.514374907,1.172837161,0.023277366
92P04058,1.32,0.501886792,0.47916,0.44352,0.41976,0.32208,0.017,1.021,0.12,0.39,121276,33.8841667,-83.4277802,c,25.4,11.6,63,1.39,-1.532053634,0.915472172,1.397417359,-4.411662048,0.065187499,0.094989788,0.51473614,1.161950157,0.029372869
92P04059,1.49,0.437735849,0.47084,0.43657,0.4172,0.31141,0.007,1.016,0.12,0.44,121277,33.8841667,-83.4277802,c,28.9,23.7,47.4,1.52,-1.756626776,0.609678588,0.493125585,-3.704358934,0.06267928,0.075297658,0.45628889,1.155258786,0.017513511
92P04060,1.49,0.437735849,0.46041,0.42167,0.39634,0.27714,0.004,1.015,0.19,0.48,121278,33.8841667,-83.4277802,cl,37.8,23.3,38.9,1.51,-1.875229855,0.535015622,0.5204984,-1.994269397,0.076756165,0.069810268,0.444870183,1.193317927,0.013328158
92P04061,1.47,0.445283019,0.44982,0.39396,0.3528,0.19551,0.002,1.014,0.29,0.62,121279,33.8841667,-83.4277802,scl,58.3,20.2,21.5,1.48,-2.155318307,0.33138702,0.923790853,0.03648269,0.128651666,0.057348253,0.424022218,1.344781314,0.006993292
92P04267,1.62,0.388679245,0.38718,0.31266,0.2916,0.04212,0,1.004,0.81,0.62,121485,30.0947227,-95.9716644,fsl,69.9,25.9,4.2,1.62,-2.74922128,-0.064841043,0.869625556,0.723818641,0.287764665,0.029757263,0.34034306,1.939834437,0.001781471
92P04268,1.64,0.381132075,0.35752,0.29848,0.2624,0.0492,0.002,1.003,0.46,0.45,121486,30.0947227,-95.9716644,fsl,62.1,31.2,6.7,1.65,-2.546936539,0.089297874,0.910567236,0.595643064,0.238076708,0.026863908,0.33278532,1.730121918,0.002838334
92P04269,1.76,0.335849057,0.36784,0.31856,0.28864,0.05984,0.009,1.004,0.36,0.45,121487,30.0947227,-95.9716644,fsl,61.9,30.5,7.6,1.81,-2.771387146,-0.126762854,0.467873863,0.57498973,0.276018985,0.032724848,0.324142029,1.888073884,0.001692828
92P04271,1.69,0.362264151,0.34645,0.30927,0.30589,0.17407,0.024,1.018,0.31,0.4,121489,30.0947227,-95.9716644,scl,51.6,22.5,25.9,1.82,-2.047513028,0.447006015,0.451421367,-0.579282565,0.110443009,0.048596468,0.365091975,1.289564322,0.008963693
92P04272,1.7,0.358490566,0.34,0.2907,0.289,0.187,0.021,1.016,0.32,0.4,121490,30.0947227,-95.9716644,scl,48.9,23.9,27.2,1.83,-1.726763345,0.746531487,0.554516559,-1.986135272,0.089978568,0.054772345,0.36059197,1.23020806,0.018760165
92P04273,1.77,0.332075472,0.34338,0.32922,0.32391,0.20886,0.022,1.019,0.31,0.38,121491,30.0947227,-95.9716644,scl,46.3,22.8,30.9,1.92,-1.982048102,0.478531294,0.022902955,-1.472517132,0.084753196,0.04928759,0.354332196,1.215495054,0.01042202
92P04274,1.75,0.339622642,0.33425,0.32375,0.32025,0.245,0.028,1.024,0.32,0.37,121492,30.0947227,-95.9716644,cl,41.8,20.7,37.5,1.92,-1.550729834,0.78711549,0.253606812,-4.340041523,0.067389067,0.066290976,0.360069412,1.167855383,0.028136506
92P04275,1.65,0.377358491,0.40755,0.3927,0.3927,0.2541,0.023,1.025,0.29,0.37,121493,30.0947227,-95.9716644,c,39.4,18.7,41.9,1.8,-2.282290185,0.128706407,0.077603628,-0.189864066,0.09463172,0.056608947,0.404816279,1.243459716,0.005220473
92P04394,1.47,0.445283019,0.37779,0.33516,0.29988,0.13377,0.018,1.014,0.66,0.43,121612,39.956665,-83.4430542,sil,22.1,56.8,21.1,1.55,-2.192592558,0.333863359,1.177844817,0.172349762,0.161351252,0.051413545,0.399475929,1.449944076,0.006418114
92P04395,1.57,0.40754717,0.3925,0.36738,0.36738,0.24492,0.037,1.031,0.67,0.42,121613,39.956665,-83.4430542,sicl,16.2,46.4,37.4,1.75,-1.903215201,0.487153199,0.388810297,-1.675460291,0.083152327,0.070725372,0.423133506,1.21102282,0.012496397
