Code,Description,Sand,Silt,Clay,Gravel,Bulkdensity,Porosity,Particledensity,Organicmatter,Organiccarbon,Theta10,Theta33,Theta1500,Textureclass,Theta_r_fitted,Theta_s_fitted,Alpha_fitted,Npar_fitted,Theta_r_Full,Theta_s_Full,Alpha_Full,N_Full,Theta_r_SSC,Theta_s_SSC,Alpha_SSC,N_SSC,Theta_r_SSCBD,Theta_s_SSCBD,Alpha_SSCBD,N_SSCBD
4050,UNSODA(lab),83.9,13.6,2.5,,1.27,,,,,,0.138190219,0.088267113,4,0.0735,0.443913,0.01755,1.985001,0.04407,0.45164,0.06323,1.64348,0.03826,0.38862,0.04377,1.98529,0.04096,0.44374,0.04519,1.82534
4051,UNSODA(lab),90.8,6.4,2.8,,1.44,,,,,,0.039945611,0.035234565,5,0.035086,0.419735,0.020189,3.304301,0.04421,0.39035,0.03951,3.62002,0.04758,0.38099,0.03645,2.72272,0.04898,0.40465,0.03606,2.74623
4052,UNSODA(lab),89.5,8.5,2,,1.6,,,,,,0.079650411,0.031799771,5,0.013118,0.330492,0.018761,1.848476,0.02507,0.35447,0.05862,1.63447,0.04406,0.38438,0.0393,2.58912,0.04473,0.35509,0.03792,2.66165
4060,UNSODA(lab),87.9,8.8,3.3,,1.49,,,,,,0.22160085,0.130524038,5,0.000047,0.386561,0.012298,1.370867,0.04649,0.40295,0.03754,1.3231,0.04482,0.38298,0.03841,2.33866,0.04629,0.38922,0.03755,2.42357
4061,UNSODA(lab),95.5,1,3.5,,1.68,,,,,,0.061626319,0.033660745,5,0.027829,0.303503,0.018119,2.16747,0.03299,0.34179,0.05455,1.98442,0.05542,0.37323,0.03089,3.37055,0.05179,0.33373,0.031,3.19647
4062,UNSODA(lab),85.5,9,5.5,,1.68,,,,,,0.138853944,0.078014734,4,0,0.311067,0.022965,1.390195,0.03786,0.3425,0.04962,1.446,0.04631,0.38092,0.03685,2.02726,0.04434,0.33617,0.03922,2.01094
4070,UNSODA(lab),34.8,54.7,10.5,,1.51,,,,,,0.297513264,0.170153175,12,0.067178,0.39895,0.003918,1.648935,0.05474,0.3876,0.01476,1.29884,0.04781,0.41219,0.00521,1.64613,0.04317,0.35015,0.00837,1.54977
4071,UNSODA(lab),27.5,62.7,9.8,,1.47,,,,,,0.310286364,0.202654716,12,0,0.411574,0.005223,1.336599,0.07028,0.40555,0.02489,1.25256,0.04975,0.42881,0.00433,1.70575,0.04642,0.36427,0.00634,1.62088
4080,UNSODA(lab),13.4,71.6,15,,1.44,,,,,,0.328014584,0.22575171,12,0,0.404261,0.003852,1.319153,0.08547,0.4298,0.03031,1.22938,0.06536,0.44827,0.00492,1.67309,0.06307,0.40908,0.00526,1.66589
4081,UNSODA(lab),8.3,74.7,17,,1.51,,,,,,0.302471246,0.215285901,12,0.000002,0.391278,0.006118,1.263973,0.08784,0.40769,0.03984,1.23033,0.07103,0.45699,0.00565,1.64092,0.06641,0.40929,0.00582,1.62745
4082,UNSODA(lab),7.7,76.8,15.5,,1.49,,,,,,0.308997132,0.216555045,12,0.004543,0.404512,0.006172,1.279682,0.08593,0.41492,0.0372,1.22909,0.06913,0.46079,0.00577,1.64526,0.06534,0.41444,0.00576,1.63614
4090,UNSODA(lab),12,76.7,11.3,,1.49,,,,,,0.30894653,0.182290784,12,0.02338,0.413187,0.004213,1.475557,0.06196,0.40792,0.01726,1.27799,0.05993,0.4616,0.00528,1.68193,0.05688,0.3986,0.0058,1.64572
4091,UNSODA(lab),9,77.7,13.3,,1.43,,,,,,0.258326069,0.180353133,12,0,0.39324,0.014433,1.25212,0.083,0.40168,0.04615,1.31317,0.06492,0.46285,0.00564,1.6606,0.06344,0.42244,0.00544,1.66116
4092,UNSODA(lab),9.7,74,16.3,,1.47,,,,,,0.304020628,0.211459625,12,0.000005,0.394644,0.005689,1.284649,0.08573,0.41547,0.03635,1.24014,0.06927,0.45472,0.00542,1.65097,0.06601,0.41382,0.00554,1.64604
4100,UNSODA(lab),53.1,35.9,11,,1.64,,,,,,0.314981358,0.229182352,8,0.000001,0.381132,0.00406,1.270226,0.06668,0.37099,0.03137,1.19974,0.04381,0.39009,0.01653,1.44003,0.0374,0.33426,0.02575,1.35848
4101,UNSODA(lab),41.6,42.1,16.3,,1.5,,,,,,0.296667526,0.239953124,3,0,0.383162,0.014449,1.150927,0.11998,0.39862,0.05047,1.30917,0.05574,0.39968,0.00898,1.51751,0.05199,0.36954,0.0107,1.4978
4102,UNSODA(lab),40,41.7,18.3,,1.53,,,,,,0.299080896,0.248212135,3,0.000004,0.37318,0.013734,1.133547,0.12774,0.3923,0.0523,1.31435,0.05968,0.40357,0.00892,1.51467,0.05502,0.36879,0.01077,1.48321
4110,UNSODA(lab),54.6,34.4,11,,1.51,,,,,,0.346624342,0.229574774,8,0.104051,0.381283,0.001701,1.764873,0.06355,0.40955,0.01763,1.22829,0.04362,0.38932,0.01819,1.42934,0.04105,0.36389,0.02056,1.42912
4111,UNSODA(lab),52,36,12,,1.66,,,,,,0.328049567,0.238335098,8,0.079294,0.363693,0.001903,1.49437,0.06373,0.37086,0.0281,1.18365,0.04593,0.39035,0.01567,1.44435,0.03835,0.33147,0.02529,1.34591
4112,UNSODA(lab),55.4,28.8,15.8,,1.48,,,,,,0.247588171,0.176304343,8,0.08011,0.419006,0.018376,1.378862,0.08176,0.39958,0.04398,1.33452,0.05291,0.38988,0.02067,1.4021,0.05134,0.38702,0.01904,1.43351
4120,UNSODA(lab),14.2,35,50.8,,1.24,,,,,,0.405835484,0.355403394,1,0,0.514308,0.039654,1.090221,0.1955,0.51952,0.07075,1.24552,0.09853,0.4911,0.01552,1.29469,0.10232,0.52143,0.01669,1.33023
4121,UNSODA(lab),8.6,38.2,53.2,,1.11,,,,,,0.476672444,0.400976324,1,0.000023,0.548555,0.006011,1.138173,0.15699,0.57744,0.06694,1.15082,0.10215,0.50453,0.01544,1.29463,0.10753,0.56947,0.01908,1.3104
4130,UNSODA(lab),81.8,12.8,5.4,,1.48,,,,,,0.194894755,0.103620744,4,0.06277,0.377864,0.008038,1.818634,0.03901,0.39689,0.03871,1.34419,0.04169,0.38438,0.04018,1.77907,0.04381,0.3919,0.03928,1.87345
4131,UNSODA(lab),93.9,1.8,4.3,,1.61,,,,,,0.155496067,0.064398944,5,0.004088,0.351258,0.010311,1.63751,0.02717,0.3674,0.03758,1.36098,0.05538,0.37346,0.03078,3.06985,0.05291,0.35607,0.03106,3.04735
4132,UNSODA(lab),89.4,3.8,6.8,,1.71,,,,,,0.042373233,0.036077633,5,0.036033,0.322202,0.009676,4.276819,0.04704,0.32524,0.04267,2.95803,0.05472,0.37391,0.03072,2.34344,0.04974,0.32898,0.03339,2.22421
4140,UNSODA(lab),87.6,8.9,3.5,,1.36,,,,,,0.173469466,0.106740265,5,0.05933,0.418768,0.020523,1.590635,0.0482,0.43749,0.05747,1.44808,0.04486,0.38285,0.03834,2.29774,0.04652,0.42671,0.0396,2.21632
4141,UNSODA(lab),91.8,4.9,3.3,,1.39,,,,,,0.133023993,0.072611714,5,0.016148,0.414042,0.037271,1.485068,0.03561,0.42855,0.06176,1.50697,0.0501,0.37861,0.03454,2.83334,0.05114,0.4213,0.03559,2.76593
4142,UNSODA(lab),95.8,2.4,1.8,,1.63,,,,,,0.039864626,0.023730565,5,0.022186,0.345885,0.018304,2.613533,0.03337,0.34738,0.04883,2.52799,0.05141,0.37742,0.0339,3.54971,0.05046,0.34663,0.03221,3.51762
4150,UNSODA(lab),87.7,8.8,3.5,,1.39,,,,,,0.228363315,0.150796365,5,0.000003,0.424544,0.026104,1.281689,0.06217,0.43585,0.04859,1.3569,0.04499,0.38275,0.03824,2.30855,0.0467,0.41826,0.03881,2.27727
4151,UNSODA(lab),93,3.5,3.5,,1.62,,,,,,0.153779815,0.086326004,5,0,0.362752,0.026574,1.389081,0.03878,0.36634,0.04849,1.41903,0.05219,0.37663,0.03305,2.99329,0.05034,0.35197,0.03291,2.97324
4152,UNSODA(lab),93.7,2.8,3.5,,1.69,,,,,,0.104777002,0.046375738,5,0.022085,0.342626,0.015277,1.8233,0.0278,0.34235,0.05303,1.49648,0.05312,0.37572,0.03242,3.09677,0.04969,0.33097,0.03281,2.93728
4160,UNSODA(lab),66.3,22.5,11.2,,1.7,,,,,,0.215822391,0.164172171,8,0,0.348287,0.038831,1.184726,0.07597,0.33895,0.0485,1.37087,0.04399,0.38511,0.03145,1.40208,0.03898,0.33221,0.0413,1.34124
4161,UNSODA(lab),64.8,23.5,11.7,,1.62,,,,,,0.206060456,0.141489136,8,0.086824,0.361064,0.013505,1.534931,0.06352,0.35733,0.04528,1.36231,0.04477,0.38541,0.02991,1.39701,0.04159,0.35297,0.03437,1.38348
4162,UNSODA(lab),64.9,15.7,19.4,,1.52,,,,,,0.296905067,0.211456626,8,0,0.448195,0.015539,1.237343,0.07424,0.40904,0.03456,1.2442,0.05821,0.38221,0.02872,1.35164,0.05875,0.39524,0.02485,1.39812
4170,UNSODA(lab),67.7,21.3,11,,1.46,,,,,,0.238230997,0.154635862,8,0.065152,0.401879,0.011816,1.45932,0.06283,0.40619,0.03975,1.32394,0.04386,0.38471,0.03271,1.40802,0.04527,0.39434,0.03003,1.47138
4171,UNSODA(lab),65.1,23.2,11.7,,1.48,,,,,,0.234221376,0.153260168,8,0.072932,0.38879,0.01099,1.486765,0.06361,0.39878,0.04027,1.32864,0.04479,0.3853,0.0302,1.3974,0.04529,0.38789,0.02825,1.44924
4172,UNSODA(lab),64.9,15.7,19.4,,1.59,,,,,,0.234864283,0.146097913,8,0.052652,0.397026,0.010683,1.468243,0.0567,0.37912,0.03212,1.29658,0.05821,0.38221,0.02872,1.35164,0.05588,0.37575,0.02689,1.35502
4180,UNSODA(lab),32.1,56.7,11.2,,1.53,,,,,,0.278565759,0.148885987,12,0.059985,0.395302,0.00431,1.702258,0.04864,0.37548,0.01403,1.32013,0.05018,0.41557,0.00479,1.66613,0.0448,0.34984,0.00789,1.5582
4181,UNSODA(lab),27.8,58.3,13.9,,1.45,,,,,,0.236237399,0.147046138,12,0.010341,0.404754,0.013587,1.350026,0.06041,0.38394,0.03496,1.32609,0.05661,0.41931,0.00453,1.67328,0.05343,0.37594,0.00597,1.63179
4182,UNSODA(lab),26.5,59.9,13.6,,1.49,,,,,,0.258792851,0.167799679,12,0.000001,0.411163,0.012286,1.305796,0.06659,0.3839,0.03338,1.29152,0.05671,0.42219,0.00441,1.68279,0.05243,0.36901,0.0062,1.61891
4183,UNSODA(lab),28.8,50,21.2,,1.6,,,,,,0.290013833,0.236128587,12,0,0.389589,0.022112,1.142351,0.11377,0.37565,0.05227,1.27416,0.06758,0.42092,0.00606,1.58305,0.0598,0.36088,0.00852,1.49834
4310,UNSODA(lab),92.5,6.2,1.3,,1.39,,,,,,0.24032723,0.239632115,5,0.239632,0.393638,0.007749,6.750339,0.2796,0.42093,0.02643,3.9786,0.04625,0.38289,0.03777,3.05525,0.04838,0.41712,0.03738,2.95389
4311,UNSODA(lab),96.9,2.6,0.5,,1.66,,,,,,0.093083074,0.092966003,5,0.092966,0.272369,0.008642,7.998648,0.09089,0.34112,0.03279,3.7466,0.04928,0.37973,0.03567,3.83279,0.04906,0.33589,0.03272,3.76225
4340,UNSODA(lab),94.8,4.3,0.9,,1.53,,,,,,0.156815165,0.146116851,5,0.144796,0.378608,0.023044,2.461003,0.13109,0.38414,0.03723,2.84187,0.04802,0.38127,0.03654,3.44991,0.04972,0.37557,0.03357,3.58239
4341,UNSODA(lab),96.2,3.1,0.7,,1.5,,,,,,0.161960371,0.159970896,5,0.15987,0.385166,0.031369,3.002208,0.16865,0.39104,0.03031,3.76587,0.04906,0.38007,0.03581,3.69868,0.05135,0.38475,0.03265,3.85557
4440,UNSODA(lab),95.8,3.5,0.7,,1.51,,,,,,0.103566203,0.103560001,5,0.10356,0.348171,0.020328,6.559927,0.10234,0.38264,0.03154,4.09219,0.04863,0.38059,0.03612,3.63112,0.05077,0.38157,0.03294,3.78291
4441,UNSODA(lab),99.2,0.7,0.1,,1.57,,,,,,0.005583772,0.005277814,5,0.005276,0.328054,0.023572,4.390502,0.03405,0.35558,0.03718,4.09168,0.05037,0.37735,0.03478,4.26692,0.05251,0.36262,0.03067,4.44247
4442,UNSODA(lab),99,0.8,0.2,,1.63,,,,,,0.073371094,0.073367001,5,0.073367,0.267535,0.021892,6.444891,0.07334,0.34969,0.03358,3.8789,0.05047,0.37739,0.03472,4.22231,0.05123,0.34439,0.03106,4.23339
4443,UNSODA(lab),99.6,0.3,0.1,,1.63,,,,,,0.028097029,0.028097,5,0.028097,0.303647,0.044014,6.998582,0.04366,0.34425,0.03603,3.96546,0.05069,0.37656,0.03446,4.34029,0.05166,0.34424,0.03069,4.35146
4444,UNSODA(lab),97.4,2.2,0.5,,1.67,,,,,,0.06857775,0.068555023,5,0.068555,0.299283,0.022947,5.556348,0.06966,0.33667,0.03395,3.79862,0.04968,0.3793,0.03543,3.91123,0.04926,0.33281,0.03237,3.82239
4450,UNSODA(lab),9.7,62.9,27.5,,1.32,,,,,,0.25645357,0.217461153,12,0.00356,0.338087,0.032961,1.114306,0.185,0.43579,0.05387,1.6274,0.08332,0.4611,0.00671,1.56167,0.08334,0.46418,0.00654,1.58205
4510,UNSODA(lab),31.5,57.8,10.7,,1.533,,,,,,0.304209121,0.206611728,12,0,0.413178,0.006827,1.293211,0.07102,0.39012,0.02875,1.23706,0.04956,0.41786,0.00468,1.67494,0.04417,0.34877,0.00786,1.5595
4511,UNSODA(lab),31.5,57.8,10.7,,1.55,,,,,,0.346433654,0.322731321,12,0.3,0.411819,0.01768,1.485261,0.22039,0.38974,0.05442,1.50322,0.04956,0.41786,0.00468,1.67494,0.04367,0.34556,0.00817,1.5481
4512,UNSODA(lab),31.5,57.8,10.7,,1.55,,,,,,0.346433654,0.322731321,12,0.3,0.411819,0.01768,1.485261,0.22039,0.38974,0.05442,1.50322,0.04956,0.41786,0.00468,1.67494,0.04367,0.34556,0.00817,1.5481
4514,UNSODA(lab),31.5,57.8,10.7,,1.55,,,,,,0.346433654,0.322731321,12,0.3,0.411819,0.01768,1.485261,0.22039,0.38974,0.05442,1.50322,0.04956,0.41786,0.00468,1.67494,0.04367,0.34556,0.00817,1.5481
4520,UNSODA(lab),98.9,0.4,0.7,,1.43,,,,,,0.015170752,0.015000449,5,0.015,0.354392,0.021001,4.923038,0.03747,0.39479,0.03673,4.29303,0.05169,0.37599,0.03375,4.16144,0.05521,0.40727,0.03128,4.31137
4521,UNSODA(lab),98.9,0.4,0.7,,1.43,,,,,,0.015170752,0.015000449,5,0.015,0.354392,0.021001,4.923038,0.03747,0.39479,0.03673,4.29303,0.05169,0.37599,0.03375,4.16144,0.05521,0.40727,0.03128,4.31137
4522,UNSODA(lab),98.9,0.4,0.7,,1.43,,,,,,0.015001086,0.015,5,0.015,0.354797,0.019296,7.83521,0.03757,0.3947,0.03659,4.31746,0.05169,0.37599,0.03375,4.16144,0.05521,0.40727,0.03128,4.31137
4523,UNSODA(lab),98.9,0.4,0.7,,1.55,,,,,,0.015001093,0.015,5,0.015,0.354823,0.019298,7.83148,0.03798,0.36309,0.03667,4.11333,0.05169,0.37599,0.03375,4.16144,0.05359,0.36977,0.03031,4.35025
4540,UNSODA(lab),58.9,31.3,9.8,,1.61,,,,,,0.275068195,0.181846051,8,0,0.435005,0.013125,1.291088,0.05777,0.3677,0.02835,1.2517,0.04089,0.38828,0.02315,1.4109,0.03705,0.34419,0.03088,1.37547
4550,UNSODA(lab),11.6,48.4,40,,1.5,,,,,,0.117810308,0.112467188,10,0.112,0.433962,0.033742,2.665416,0.14473,0.35733,0.03867,2.88227,0.09595,0.48618,0.01104,1.42043,0.0894,0.4366,0.01076,1.4092
4551,UNSODA(lab),8.8,47.1,44.1,,1.7,,,,,,0.162346845,0.151630093,10,0.149558,0.358491,0.030748,2.204121,0.16295,0.32651,0.04913,1.97887,0.09968,0.49661,0.0124,1.38228,0.08344,0.38731,0.01276,1.30495
4552,UNSODA(lab),10.2,55.7,34.1,,1.7,,,,,,0.120972287,0.11388793,11,0.112641,0.358491,0.044887,2.255221,0.1256,0.30459,0.04531,2.35857,0.09095,0.47659,0.00875,1.49094,0.07652,0.37693,0.0098,1.3929
4553,UNSODA(lab),16.1,57.9,26,,1.6,,,,,,0.208071935,0.207323977,12,0.207238,0.395836,0.112308,2.500629,0.24942,0.33981,0.03649,2.74999,0.0789,0.44812,0.00615,1.5758,0.07095,0.38293,0.00739,1.51968
4560,UNSODA(lab),11.6,48.4,40,,1.34,,,,,,0.296111657,0.258322701,10,0.239942,0.490574,0.022121,1.745787,0.21416,0.45471,0.05873,1.49662,0.09595,0.48618,0.01104,1.42043,0.09447,0.48079,0.011,1.43023
4561,UNSODA(lab),8.8,47.1,44.1,,1.4,,,,,,0.30783478,0.292885143,10,0.224192,0.363989,0.152239,1.130787,0.29617,0.43585,0.05302,1.79921,0.09968,0.49661,0.0124,1.38228,0.0956,0.47234,0.01211,1.38806
4562,UNSODA(lab),16.1,57.9,26,,1.6,,,,,,0.260714777,0.254831714,12,0.252173,0.396226,0.118043,1.771232,0.26365,0.35614,0.04279,2.1296,0.0789,0.44812,0.00615,1.5758,0.07095,0.38293,0.00739,1.51968
4564,UNSODA(lab),15.8,57.5,26.7,,1.6,,,,,,0.28443839,0.242583978,12,0.10535,0.381847,0.031775,1.180874,0.14335,0.37695,0.05857,1.32903,0.07991,0.45012,0.00634,1.56803,0.07189,0.38454,0.00752,1.5131
4570,UNSODA(lab),16.4,71.3,12.3,,1.39,,,,,,0.293240752,0.236368602,12,0.000001,0.406903,0.025753,1.148126,0.14182,0.422,0.05549,1.36824,0.05945,0.44723,0.00464,1.69652,0.05882,0.40884,0.00497,1.68893
4571,UNSODA(lab),18.6,70.3,11.2,,1.54,,,,,,0.278259669,0.204233448,12,0.000001,0.403749,0.01507,1.217296,0.08828,0.38268,0.04606,1.26671,0.05644,0.44561,0.00451,1.70628,0.05127,0.37035,0.00626,1.61972
4572,UNSODA(lab),13.6,67.9,18.5,,1.49,,,,,,0.249436022,0.201598691,12,0.000039,0.401913,0.085319,1.142124,0.12937,0.38567,0.05516,1.43165,0.07028,0.44445,0.00502,1.65039,0.0664,0.4017,0.00561,1.63631
4573,UNSODA(lab),18.6,53,28.4,,1.58,,,,,,0.259173316,0.245741407,11,0.188503,0.347053,0.999972,1.139312,0.23177,0.36556,0.0477,1.85185,0.08114,0.45045,0.00701,1.54075,0.07377,0.38941,0.00813,1.49356
4574,UNSODA(lab),17.7,56.5,25.8,,1.61,,,,,,0.249560533,0.235046914,12,0.2187,0.31102,0.039426,1.424112,0.215,0.35462,0.04839,1.82596,0.07803,0.44539,0.00614,1.57523,0.06965,0.37803,0.00759,1.50979
4575,UNSODA(lab),46,30.6,23.4,,1.68,,,,,,0.352927994,0.339403362,3,0,0.41,0.998958,1.025841,0.19181,0.362,0.05201,1.44469,0.06735,0.40454,0.01603,1.4071,0.05576,0.34988,0.01946,1.30133
4580,UNSODA(lab),83,8.5,8.5,,1.45,,,,,,0.080771761,0.057802415,4,0.051737,0.452594,0.038078,2.036035,0.04742,0.39875,0.05237,2.23648,0.04921,0.37814,0.0343,1.77667,0.05103,0.40795,0.03404,1.8798
4581,UNSODA(lab),81.4,9.9,8.7,,1.62,,,,,,0.073043369,0.06284232,4,0.061752,0.388679,0.02671,2.545376,0.06064,0.34622,0.04333,2.73267,0.04774,0.37931,0.03533,1.69445,0.04666,0.35749,0.037,1.73684
4582,UNSODA(lab),65.3,17.7,17,,1.7,,,,,,0.110580483,0.069016323,8,0.017281,0.358491,0.082863,1.391074,0.04725,0.32865,0.05403,1.60119,0.05437,0.38299,0.02936,1.36861,0.04735,0.34126,0.03381,1.29761
4583,UNSODA(lab),90.5,4.4,5.1,,1.65,,,,,,0.029378926,0.028961995,5,0.02896,0.377355,0.020338,4.531441,0.04641,0.3357,0.0377,3.68804,0.05249,0.37611,0.03254,2.55873,0.04951,0.34487,0.03382,2.50859
4590,UNSODA(lab),38.1,37.9,24,,1.11,,,,,,0.331855966,0.275798957,3,0,0.508106,0.093783,1.123441,0.19007,0.52186,0.06137,1.42414,0.06954,0.41526,0.01073,1.4685,0.07658,0.48845,0.00877,1.53584
4591,UNSODA(lab),38.1,37.9,24,,1.04,,,,,,0.372432707,0.310581786,3,0.109195,0.607547,0.107715,1.178114,0.19902,0.55218,0.06632,1.35327,0.06954,0.41526,0.01073,1.4685,0.07847,0.50876,0.00873,1.5322
4592,UNSODA(lab),38.1,37.9,24,,1.21,,,,,,0.337284867,0.281800897,3,0.091717,0.444187,0.021567,1.176898,0.17982,0.49428,0.05948,1.37258,0.06954,0.41526,0.01073,1.4685,0.07411,0.46161,0.00897,1.53516
4600,UNSODA(lab),38.1,37.9,24,,1.04,,,,,,0.398991411,0.342241984,3,0.090857,0.466412,0.008923,1.152242,0.22144,0.5573,0.06978,1.34893,0.06954,0.41526,0.01073,1.4685,0.07847,0.50876,0.00873,1.5322
4601,UNSODA(lab),39.1,36.9,24,,1.04,,,,,,0.387500375,0.331974739,3,0.000001,0.450399,0.008583,1.117095,0.22201,0.55478,0.06849,1.37468,0.06932,0.41399,0.01132,1.4595,0.0783,0.50925,0.00903,1.52528
4602,UNSODA(lab),39.1,36.9,24,,1.04,,,,,,0.379340923,0.313288311,3,0.144,0.431158,0.004157,1.277781,0.18875,0.55454,0.06607,1.32066,0.06932,0.41399,0.01132,1.4595,0.0783,0.50925,0.00903,1.52528
4610,UNSODA(lab),38.1,37.9,24,,1.11,,,,,,0.390555298,0.326690035,3,0.13481,0.445608,0.004838,1.235362,0.1855,0.53673,0.06531,1.29127,0.06954,0.41526,0.01073,1.4685,0.07658,0.48845,0.00877,1.53584
4611,UNSODA(lab),39.1,36.9,24,,1.11,,,,,,0.398065543,0.332916823,3,0.002534,0.473543,0.008726,1.135455,0.18239,0.5388,0.06555,1.27644,0.06932,0.41399,0.01132,1.4595,0.07642,0.48896,0.00908,1.52897
4612,UNSODA(lab),39.1,36.9,24,,1.11,,,,,,0.309501454,0.258046098,3,0.000001,0.376233,0.010892,1.133243,0.19095,0.51648,0.05961,1.50369,0.06932,0.41399,0.01132,1.4595,0.07642,0.48896,0.00908,1.52897
4620,UNSODA(lab),38.1,37.9,24,,1.21,,,,,,0.315983747,0.269039697,3,0,0.413056,0.032607,1.109875,0.19715,0.48778,0.05793,1.48328,0.06954,0.41526,0.01073,1.4685,0.07411,0.46161,0.00897,1.53516
4621,UNSODA(lab),39.1,36.9,24,,1.21,,,,,,0.353364302,0.303585796,3,0,0.454185,0.031804,1.103887,0.19922,0.49728,0.06154,1.38616,0.06932,0.41399,0.01132,1.4595,0.07396,0.46212,0.00929,1.5284
4622,UNSODA(lab),39.1,36.9,24,,1.21,,,,,,0.344344148,0.296737676,3,0,0.456059,0.047438,1.100575,0.20397,0.49477,0.06062,1.42119,0.06932,0.41399,0.01132,1.4595,0.07396,0.46212,0.00929,1.5284
4650,UNSODA(lab),92.8,6.2,1,,1.622,,,,,,0.044710783,0.031716704,5,0.029,0.381195,0.044166,2.16008,0.03747,0.34374,0.04571,2.72234,0.04591,0.38338,0.0381,3.11977,0.04636,0.3476,0.03576,3.15621
4651,UNSODA(lab),95.3,3.7,1,,1.613,,,,,,0.070698172,0.061017994,5,0.059082,0.356887,0.046845,2.184243,0.05506,0.35289,0.04158,2.92453,0.04883,0.38035,0.03592,3.52593,0.04906,0.3506,0.03331,3.55753
4660,UNSODA(lab),91.3,4.7,4,,1.37,,,,,,0.107676388,0.077032559,5,0.048723,0.435961,0.146489,1.485076,0.05037,0.43129,0.05654,2.01805,0.05107,0.37758,0.03373,2.72359,0.05182,0.42846,0.03565,2.62808
4661,UNSODA(lab),92.5,4.5,3,,1.49,,,,,,0.058086809,0.043270218,5,0.037236,0.407802,0.101462,1.819386,0.04217,0.38545,0.04726,2.68668,0.05032,0.37849,0.03445,2.95213,0.05106,0.39097,0.03364,3.0363
4670,UNSODA(lab),13,80,7,,1.42,,,,,,0.315287582,0.187014894,9,0,0.441371,0.005315,1.406317,0.06344,0.42235,0.0182,1.28597,0.05127,0.48008,0.00572,1.69206,0.05218,0.40731,0.00577,1.66442
4672,UNSODA(lab),14.3,67.7,18,,1.61,,,,,,0.329345222,0.271063267,12,0.000001,0.391231,0.007283,1.150087,0.11714,0.3913,0.05892,1.20476,0.06924,0.44319,0.00492,1.65586,0.06107,0.37284,0.00647,1.57869
4673,UNSODA(lab),14.1,71.9,14,,1.56,,,,,,0.36421293,0.242923429,12,0.11284,0.401322,0.001739,1.754198,0.07295,0.42158,0.01767,1.20171,0.06343,0.44856,0.00485,1.68085,0.05731,0.3802,0.00612,1.61546
4680,UNSODA(lab),13.5,39.2,47.3,,1.1,,,,,,0.495572324,0.415349342,1,0.3,0.545635,0.003111,1.470186,0.14795,0.5815,0.06505,1.13633,0.09812,0.48956,0.01397,1.33124,0.1047,0.56141,0.01689,1.34807
4681,UNSODA(lab),12.6,33,54.4,,1.08,,,,,,0.539845423,0.479687996,1,0,0.570543,0.001911,1.134869,0.18124,0.59695,0.09225,1.13071,0.09996,0.49726,0.01657,1.27081,0.10838,0.57701,0.02079,1.29978
4690,UNSODA(lab),23.8,53,23.2,,1.32,,,,,,0.175140127,0.125273344,12,0.047684,0.389692,0.059201,1.330503,0.08114,0.40841,0.05135,1.61964,0.07224,0.43136,0.00587,1.58691,0.0731,0.43352,0.00613,1.61583
4700,UNSODA(lab),11.6,55.3,33.1,,1.28,,,,,,0.221014792,0.220961038,11,0.220961,0.323295,0.01466,5.789711,0.32642,0.42887,0.03085,3.76888,0.08932,0.47208,0.00839,1.50016,0.08981,0.48367,0.00838,1.51144
4710,UNSODA(lab),50.8,36.4,12.8,,1.28,,,,,,0.10833198,0.095501561,3,0.094028,0.370136,0.021631,2.503915,0.08327,0.40852,0.03873,3.05419,0.04766,0.391,0.01474,1.4504,0.04946,0.41331,0.01183,1.50762
4720,UNSODA(lab),90.9,4.5,4.6,,1.48,,,,,,0.041590606,0.041392962,5,0.04139,0.306966,0.040065,3.784165,0.05224,0.38235,0.03606,4.03394,0.05191,0.37671,0.03303,2.63682,0.05215,0.39636,0.03325,2.71547
4770,UNSODA(lab),34,41.6,24.5,,0.459,,,,,,0.576246463,0.496692948,3,0,0.799415,0.079533,1.09943,0.07122,0.42162,0.00895,1.49927,0.07122,0.42162,0.00895,1.49927,-9.9,-9.9,-9.90000   -,9.9
4780,UNSODA(lab),31.7,41.8,26.5,,0.492,,,,,,0.4882246,0.406234583,3,0.3,0.838,0.046816,1.381362,0.0747,0.4284,0.00903,1.4915,0.0747,0.4284,0.00903,1.4915,-9.9,-9.9,-9.90000   -,9.9
4790,UNSODA(lab),52.4,20.3,27.3,,0.96,,,,,,0.15976685,0.15204206,7,0.151845,0.51283,0.014461,3.441748,0.16576,0.53866,0.03653,3.72057,0.07055,0.39722,0.02315,1.32689,0.08388,0.55718,0.01756,1.4018
4791,UNSODA(lab),53,23.6,23.5,,1.1,,,,,,0.145442467,0.134871316,7,0.134676,0.453621,0.010843,3.652624,0.13889,0.49133,0.03802,3.29616,0.06577,0.39577,0.02186,1.35873,0.07405,0.50305,0.0152,1.44286
4800,UNSODA(lab),34,41.6,24.5,,0.713,,,,,,0.392730043,0.332773496,3,0.3,0.659204,0.020724,1.696315,0.25497,0.64625,0.08008,1.47736,0.07122,0.42162,0.00895,1.49927,0.09291,0.62662,0.00918,1.50625
4801,UNSODA(lab),34,41.6,24.5,,0.722,,,,,,0.306498099,0.235903887,3,0.209847,0.590429,0.013925,1.881787,0.15203,0.62255,0.07386,1.46274,0.07122,0.42162,0.00895,1.49927,0.09244,0.62295,0.0091,1.50798
